human_time,timestamp,x,y,vx,yaw
2026-02-18 21:21:10.882,1771417270.882254,-38.33663783047225,-10.593430255894209,2.6396337362052282,-2.583949456139796
2026-02-18 21:21:10.892,1771417270.892412,-38.35928229979784,-10.60752476346294,2.6396337362052282,-2.5848464110459766
2026-02-18 21:21:10.902,1771417270.902199,-38.38136453786433,-10.621243446895132,2.6396337362052282,-2.585691473630719
2026-02-18 21:21:10.912,1771417270.912346,-38.40375854377887,-10.635134092296635,2.6396337362052282,-2.58639175008786
2026-02-18 21:21:10.922,1771417270.922348,-38.42633336721874,-10.64911049426956,2.6396337362052282,-2.587236760879674
2026-02-18 21:21:10.932,1771417270.932356,-38.44866486235066,-10.662909621875661,2.6396337362052282,-2.588099157271288
2026-02-18 21:21:10.942,1771417270.942518,-38.47114877213981,-10.676775747306408,2.6396337362052282,-2.5889745434150617
2026-02-18 21:21:10.952,1771417270.952343,-38.49375474441002,-10.69069571127179,2.6396337362052282,-2.5896618983933335
2026-02-18 21:21:10.962,1771417270.962446,-38.51618213046127,-10.704478384639945,2.6396337362052282,-2.590545744754581
2026-02-18 21:21:10.972,1771417270.972321,-38.538542774836685,-10.718192949073979,2.6396337362052282,-2.591425707128063
2026-02-18 21:21:10.982,1771417270.982461,-38.56116967606047,-10.732049968276101,2.6396337362052282,-2.5920955627659175
2026-02-18 21:21:10.992,1771417270.992389,-38.58375121661188,-10.745846063776966,2.6396337362052282,-2.593163681209561
2026-02-18 21:21:11.002,1771417271.002334,-38.606261941103554,-10.759578196664245,2.6396337362052282,-2.5938335075163237
2026-02-18 21:21:11.012,1771417271.012325,-38.62880159527426,-10.773295506416934,2.6396337362052282,-2.594884091011603
2026-02-18 21:21:11.022,1771417271.022519,-38.65127525603264,-10.786945704673013,2.6396337362052282,-2.5957595943595058
2026-02-18 21:21:11.032,1771417271.032478,-38.67381970463855,-10.800612691791153,2.6396337362052282,-2.5966092040800355
2026-02-18 21:21:11.042,1771417271.042971,-38.69662613246681,-10.81441080127819,2.6396337362052282,-2.5974977086744113
2026-02-18 21:21:11.052,1771417271.052754,-38.71937459589142,-10.828146647947937,2.6396337362052282,-2.598373267283591
2026-02-18 21:21:11.062,1771417271.062568,-38.74182939595983,-10.841679698947214,2.6396337362052282,-2.599205153077342
2026-02-18 21:21:11.072,1771417271.072824,-38.7651177500131,-10.855687178753021,2.6584439042197556,-2.6000856093139717
2026-02-18 21:21:11.082,1771417271.082096,-38.78706383569436,-10.868861834455666,2.6584439042197556,-2.6009385105224343
2026-02-18 21:21:11.092,1771417271.092233,-38.80986745696429,-10.882524136992169,2.6584439042197556,-2.6018141075124523
2026-02-18 21:21:11.102,1771417271.102182,-38.832704138250676,-10.89617933651481,2.6584439042197556,-2.6026816777754918
2026-02-18 21:21:11.112,1771417271.112225,-38.85553123003902,-10.909802388085877,2.6584439042197556,-2.6035344819324067
2026-02-18 21:21:11.122,1771417271.1223,-38.8785425655969,-10.923507524672292,2.6584439042197556,-2.60442803679059
2026-02-18 21:21:11.132,1771417271.132135,-38.90134324704297,-10.93706096573301,2.6584439042197556,-2.605277770915679
2026-02-18 21:21:11.142,1771417271.142067,-38.924207943562166,-10.950625777013876,2.6584439042197556,-2.6061404941114796
2026-02-18 21:21:11.152,1771417271.152333,-38.94724564814825,-10.964265404374073,2.6584439042197556,-2.607034287708032
2026-02-18 21:21:11.162,1771417271.162326,-38.970002014111365,-10.97771211759013,2.6584439042197556,-2.607891963301344
2026-02-18 21:21:11.172,1771417271.172203,-38.99312461638474,-10.991347609935541,2.6584439042197556,-2.6087780986021896
